599	817	2154	4492	0.979	Unit 20 The Audition
1274	1461	4167	4813	0.958	 audition
1341	1523	4915	5407	0.970	 script
1434	1616	4145	4761	1.000	princess
1505	1678	1041	1947	0.984	New Words
1510	1674	4941	5512	0.975	 positive
1594	1763	4145	4638	0.945	 pirate
1652	1825	4932	5420	0.932	 sword
1794	1940	830	1982	0.999	Fill in the blanks.
2025	2180	822	1191	0.961	1. An
2016	2203	2303	5825	0.990	 is a way to choose the best actors and actresses for a play
2251	2371	993	1683	0.992	or a movie.
2429	2576	817	1582	0.993	2. A written
2416	2598	2721	5609	0.982	tells actors and actresses what they need to say.
2629	2775	817	1121	1.000	3.A
2616	2802	2237	5552	0.991	is the daughter of a king; a prince is the son of a king.
2824	2984	817	3024	0.999	4. Last week, I read a story about a
2820	2980	4114	5798	0.974	 who buried his treasure on
3024	3175	984	1864	0.967	a small island.
3228	3375	822	1134	0.999	5.A
3224	3397	2228	4747	0.979	is a long, thin weapon made out of steel.
3419	3579	822	2224	0.966	6. It is better to have a
3433	3584	3354	5429	0.997	attitude instead of a negative one.
3810	3984	1041	3160	0.999	Understanding the Context
3828	3952	3560	3987	0.995	Track20
4086	4241	826	3015	0.986	Listen and answer the questions.
4317	4485	826	3596	0.996	1. What are the friends mainly talking about?
4517	4690	980	1907	0.934	(a) A fairy tale
4517	4685	2554	3925	0.994	(b) Their English class
4708	4894	2549	3635	0.970	(d) A sword fight
4712	4890	975	1947	0.934	(c)  An audition
4974	5156	813	3218	0.992	2. Which part is the girl trying out for?
5178	5352	975	1982	0.986	(a) The princess
5187	5352	2558	3429	0.997	(b) The queen
5365	5547	971	1833	0.971	(c) The witch
5383	5547	2554	3415	0.997	(d) The pirate
5769	5925	1041	2330	0.999	Focus on Details
5791	5916	2721	3156	0.995	Track20
6049	6200	826	3182	0.993	Listen and write the missing words.
6275	6444	822	2541	0.998	1. Are you ready for the big
6484	6631	980	1907	0.996	this afternoon?
6680	6844	817	2409	0.962	2. I've been practicing the
6680	6826	3508	3684	0.999	all
6875	7044	975	5658	0.977	week, but the princess has so many lines that I don't know if I can remember
7079	7230	980	1538	0.957	them all!
7275	7444	826	2176	0.997	3. You've got to think
7279	7435	3275	5587	0.999	and have some confidence in yourself.
7479	7652	817	2980	0.977	4. I'm trying out for the part of the
7492	7626	4044	5666	0.984	, the one who tries to steal
7679	7848	980	3077	0.988	the princess away from the prince.
8416	8563	5693	6277	0.920	Unit 20 65
