475	1070	149	417	1.000	Unit 10
1519	1678	962	1991	0.959	True or False
1545	1670	2382	2809	0.994	Track10
1812	1958	764	4374	0.989	Listen and mark the sentences as T (True) or F (False).
2065	2211	756	923	1.000	1.
2060	2229	1468	3429	0.994	Physics is Sandy's favorite class.
2282	2433	751	914	1.000	2.
2274	2442	1455	4387	0.978	 There are only six boys in Sandy's physics class.
2496	2651	756	914	1.000	3.
2500	2660	1477	5016	0.997	Sandy's parents encouraged her to learn math and science.
2709	2873	1472	4915	0.998	Most girls in Sandy's school don't like math and science.
2713	2869	751	914	0.999	4.
2926	3091	1468	4497	0.983	Sandy's science scores aren't as good as the boys'.
2931	3082	756	914	1.000	5.
4699	4850	962	1644	1.000	Dictation
4694	4841	2026	2461	0.994	Track10
4983	5147	760	2958	0.982	Listen and complete the passage.
5338	5529	1037	1547	0.994	Hi. My
5347	5520	2949	3380	1.000	Sandy.
5352	5534	5033	5781	0.981	 physics, my
5583	5773	3020	3714	0.972	. Although
5600	5747	5587	5776	1.000	30
5849	5996	1776	2189	0.997	in our
5836	6027	2963	3380	0.902	, only
5836	6018	4783	5337	0.972	are girls.
6080	6235	1055	1582	0.999	Most of
6080	6240	3187	3556	0.974	1,uop
6129	6231	5609	5759	0.999	as
6324	6493	1617	2672	0.975	as I do. They are
6564	6737	742	1011	1.000	and
6564	6746	2998	4387	0.922	"boys’ subjects." They
6795	7017	729	1081	1.000	boys
6831	6964	3486	4528	0.998	and mathematics
7053	7230	2360	3165	0.998	like building
7057	7244	5420	5789	0.991	, and
7084	7235	4119	4598	0.992	, racing
7292	7492	747	1173	1.000	simple
7306	7475	2400	3103	0.961	 while girls
7297	7461	5512	5776	1.000	like
8416	8567	351	949	0.949	36 Unit 10
