413	1043	6154	6510	0.999	Unit 14
1718	1878	3380	3754	0.991	in his
1714	1887	4501	5187	0.970	. He heard
1963	2123	1648	1872	1.000	for
1954	2131	4070	4800	0.995	in his mind
2194	2402	2826	3433	0.999	first note
2460	2611	1125	1762	1.000	Beethoven
2456	2624	4066	5829	0.992	1770 in Bonn, Germany. His
2700	2882	2382	2980	0.959	 probably
2691	2869	3376	4576	1.000	December. Nobody
2949	3100	813	1037	0.999	He
2949	3113	4238	5213	0.986	 performance at
3184	3353	2140	2382	0.997	He
3211	3357	5073	5838	1.000	composition
3419	3610	2826	3451	0.990	12. Sadly,
3682	3833	817	1437	0.998	he started
3686	3833	3033	4158	0.970	. But he continued
3926	4081	1723	2154	1.000	and to
3930	4081	4651	4910	0.998	He
4406	4583	3037	3596	0.986	in 1827,
4410	4570	1121	1472	0.999	After
4650	4819	2198	2668	0.950	that he
4694	4814	4246	4409	0.997	to
4903	5050	830	2703	0.987	called “Immortal Beloved." To
4947	5054	4255	4668	1.000	means
5143	5303	822	2110	0.951	forever. “Beloved" is
5183	5320	4158	4427	0.999	you
5383	5556	2189	2910	0.948	. His lover's
5658	5818	813	1455	0.971	a mystery.
5876	6040	1107	1371	1.000	For
5885	6058	3587	3956	0.973	, and
5871	6044	5614	5842	1.000	his
6120	6293	3262	3530	0.907	, he
6164	6289	5583	5855	0.995	as a
6364	6537	813	1529	1.000	remarkable
6355	6555	3547	4150	0.924	. Perhaps
6609	6777	3222	3741	0.998	has had
6604	6795	5143	5860	1.000	large effect
6853	7026	3068	3732	0.999	of western
6875	7008	5007	5842	1.000	as Beethoven.
8425	8563	5693	6269	0.980	Unit 1449
