470	1083	145	417	1.000	Unit 29
1709	1892	738	980	1.000	for
1723	1883	2022	2558	0.999	without
1723	1896	3772	4668	0.999	why? Well, he
1976	2140	3473	4224	1.000	sending out
2203	2393	1969	2839	0.999	through body
2456	2616	1055	1424	1.000	What
2451	2620	3868	4308	1.000	should
2700	2891	1327	2092	0.991	if you want
2700	2878	3701	5024	0.998	body language? First,
2926	3153	1318	1877	0.996	people's
2944	3095	2703	2883	0.991	If
2940	3131	4466	5165	0.998	lying, they
3184	3366	2057	2712	1.000	directly at
3189	3375	4123	4664	0.999	they are
3442	3606	751	1842	0.962	to, and the pupils
3433	3606	4994	5763	0.956	. Next, look
3468	3610	3710	4018	1.000	may
3659	3846	3736	4431	0.999	in front of
3690	3837	2127	2875	0.998	arms. Arms
3713	3841	751	914	0.999	at
3935	4099	760	1494	1.000	might mean
3935	4072	2650	2787	0.999	is
3930	4077	3978	4796	0.995	or afraid. He
4175	4339	3156	4567	0.942	to say, “Stay away." If
4406	4570	3574	3767	0.622	Jo
4419	4579	751	1837	0.991	are by the side or
4419	4583	5064	5794	0.999	, the person
4645	4836	2949	3446	0.937	"Come
4659	4819	4383	4945	0.979	. I won't
4872	5089	1283	1995	0.985	" But keep
4890	5072	3037	3358	0.999	that
4943	5058	4528	4725	0.999	no
5147	5312	4330	5789	0.981	all the time. Sometimes,
5174	5325	756	1195	0.990	way to
5392	5551	1850	2246	0.991	is still
5392	5556	4101	5759	1.000	to communicate. However,
5636	5791	1934	2330	1.000	about
5631	5796	4295	4576	1.000	will
5867	6067	3539	4374	0.991	and help you
5911	6062	1912	2198	0.999	you
6115	6306	2756	3169	1.000	better.
8412	8572	347	949	0.925	94  Unit 29
