466	990	6172	6484	0.999	Unit 8
1354	1501	1912	2853	0.508	ののの
1709	1909	1090	1639	1.000	multiply
1709	1905	2466	2958	1.000	English
1732	1883	5323	5842	1.000	number.
1945	2163	4172	4682	0.999	pocket.
1967	2131	1099	1864	0.994	Wait, I have
2225	2362	835	1512	0.956	B: Great!
2451	2624	817	1916	0.986	G: According to
2473	2611	3864	4136	0.999	that
2700	2873	1529	2488	1.000	9.1 centimeters
2696	2873	3319	4150	0.993	and, let's see,
2944	3104	2308	2677	1.000	wide.
3180	3362	822	1340	0.992	B: So,
3189	3353	3055	3877	1.000	is about nine
3424	3597	2475	4268	0.997	is about five centimeters, but
3677	3833	2668	3059	0.939	? The
3690	3833	5741	5869	0.998	it
3926	4090	2127	2844	1.000	3.6 ounces.
4175	4326	822	1336	0.986	G: We
4179	4330	2360	3130	0.997	3.6 by 28.3,
4175	4339	5196	5851	0.999	equivalent
4419	4583	1099	2255	0.995	in grams, and that
4414	4592	4660	5372	1.000	102 grams.
4650	4836	826	1644	0.970	B: All right
4663	4827	2606	3653	0.994	, the MP4 player
4890	5072	2505	3288	1.000	tall and five
4894	5094	5486	5851	0.942	, and
5143	5316	2791	4238	0.981	102 grams. I thought it
5387	5560	1090	1587	1.000	to have
5383	5556	3587	3956	0.999	to be
5627	5813	1099	1485	1.000	5,000
5636	5791	2422	2932	0.991	, but it's
5631	5827	4229	5086	0.998	light! Do you
5876	6044	2941	3477	0.987	it, Julie?
6120	6289	813	1248	0.989	G:It
6120	6302	3899	4849	0.988	product, but it
6360	6560	1521	2123	0.999	the price.
6626	6773	839	1758	0.950	B : Well, now
6862	7035	2325	3402	0.993	again. Could you
7093	7284	1714	2202	0.999	how to
7097	7270	3235	3745	1.000	Chinese
7146	7257	5609	5851	0.997	our
7359	7523	1099	1701	0.999	currency?
8425	8563	5754	6269	0.978	Unit8 31
