479	1079	145	417	0.999	Unit 31
1727	1878	2259	2980	0.999	and tell her
1954	2114	1472	2738	0.991	today. All right, let's
1954	2100	3798	4791	0.997	Oh dear, you've
2158	2340	2039	2453	0.929	. Your
2176	2322	4383	5297	0.989	103, so I think
2380	2567	3042	4356	0.990	Dr. Thompson a call.
2602	2784	3314	3662	1.000	how
2620	2762	764	1125	0.861	B:1
2611	2775	4853	5293	0.920	 can be
2820	3020	1657	2272	1.000	when my
2829	2993	4471	4800	1.000	cold.
3060	3211	756	1441	0.983	W: That's
3051	3224	2422	3310	1.000	the chills, and
3260	3455	2132	2457	0.999	with
3277	3442	3666	4132	0.996	You've
3300	3459	5438	5785	0.988	got a
3722	3877	764	2017	0.972	B: But what about
3717	3908	3859	4229	0.984	, and
3722	3886	5323	5794	1.000	throat?
3948	4121	3772	4330	0.999	we need
3952	4103	756	1749	0.950	W: Well, that's
4166	4339	1033	1991	0.977	Dr. Thompson,
4175	4339	3754	4361	0.949	 you have
4383	4561	2022	2756	0.943	, chills, and
4388	4561	3815	4853	0.994	throat, it usually
4605	4783	1960	2580	0.982	 you have
4823	5027	4088	4572	0.958	 you've
4836	5010	1037	2022	0.978	than a common
5045	5223	1648	2136	0.951	the flu.
5285	5431	764	1059	0.877	B:
5276	5449	1934	2413	0.990	it's not
5298	5431	4066	4937	0.998	because we've
5489	5662	1033	1688	1.000	basketball
5503	5667	2470	3376	1.000	Thursday, and
5725	5880	1463	1951	0.975	that I'll
5756	5880	3178	3521	0.999	start.
5938	6124	3798	4154	1.000	from
5938	6133	5306	5798	0.999	in time
5951	6120	756	1428	0.970	W: If you
6169	6342	2571	3736	0.975	game, you'd better
6382	6555	3934	4172	1.000	the
6395	6555	1824	2158	0.915	 take
6400	6569	5152	5789	0.964	gives you,
6613	6777	1028	1292	1.000	and
6648	6768	3908	4299	0.998	water.
6844	6986	764	1129	0.867	B:1
6839	6995	3327	4101	0.985	, Mom. Let's
7062	7226	1041	2264	0.986	Dr. Thompson now.
8416	8567	272	949	0.954	100 Unit 31
