1519	1674	962	1991	0.996	True or False
1545	1670	2431	2800	0.998	Track6
1816	1949	769	4369	0.990	Listen and mark the sentences as T (True) or F (False).
2047	2234	1450	4229	0.975	 The friends are looking at a magazine article.
2065	2211	756	923	1.000	1.
2278	2429	751	914	1.000	2.
2274	2433	1468	4255	0.986	One unusual invention is a ladder for spiders.
2496	2651	756	914	1.000	3.
2491	2651	1468	5266	0.984	Another invention is a seat that can be attached to your waist.
2696	2882	1450	5108	0.986	 Someone invented a car plate that indicates the driver's age.
2713	2864	751	914	1.000	4.
2926	3086	1459	5754	0.986	 The woman thinks that the car plate invention will make drivers more
2931	3082	756	914	1.000	5.
3144	3317	1472	1886	1.000	polite.
3748	3815	5556	5662	0.674	001
3810	3868	5565	5662	0.656	0.1
4139	4206	5539	5636	0.601	AIG
4699	4850	962	1644	0.999	Dictation
4703	4827	2061	2448	0.997	Track6
4970	5147	760	2818	0.998	Listen and complete the dialog.
5352	5498	760	1485	0.992	W:What's
5360	5498	3196	3543	0.979	can't
5551	5765	1842	2268	0.976	if you
5565	5729	5222	5794	0.991	like that.
5782	5978	2523	3068	0.956	. It's just
5782	5956	5526	5807	1.000	this
5796	5947	751	1270	0.873	M: 1'm
6009	6187	2171	3235	0.956	in Science Today
6235	6391	2404	2650	1.000	the
6440	6662	1019	1468	1.000	people
6453	6622	3385	3793	1.000	These
6897	7075	751	1340	0.988	W: OK,
6906	7062	2431	2826	1.000	about
7119	7284	1033	1565	0.916	and let's
7115	7310	3807	4281	0.996	they're
7390	7497	1041	1191	1.000	as
8416	8567	351	901	0.916	24 Unit 6
