426	861	6159	6431	0.927	Unit 
746	999	6273	6453	0.999	36
1727	1878	822	1336	0.943	W: 1'm
1714	1909	4106	4528	1.000	hiring
1741	1856	2778	2892	0.682	1
1945	2127	1837	2668	1.000	but someone
1940	2123	3961	4488	1.000	it might
2149	2349	5284	5855	0.939	 and ship
2207	2314	2488	2927	0.993	to rent
2385	2544	2958	4101	1.000	across. The details
2607	2780	5024	5464	1.000	boxes!
2611	2775	2325	3209	0.991	because we've
2824	2989	813	1437	0.949	M: Well,
2842	2989	3666	4831	1.000	and brother-in-law
3055	3211	1569	1995	1.000	Dallas
3060	3224	3679	4325	0.961	, they sent
3260	3468	4229	4457	1.000	by
3260	3473	5464	5864	0.991	flight.
3273	3455	2312	2598	1.000	and
3482	3690	1081	1450	1.000	They
3544	3655	3978	4273	0.975	on a
3717	3904	2048	2756	0.999	plane, then
3722	3890	4655	4923	1.000	and
3926	4130	3327	3969	0.998	after they
3944	4103	1916	2321	0.999	at the
4161	4330	4862	5293	1.000	is that
4170	4321	826	1503	0.990	W: That's
4175	4326	2870	3138	1.000	but
4383	4574	3081	3684	0.985	 junk, we
4410	4561	5570	5851	0.996	two
4845	4992	822	2000	0.993	M: Well, however
4876	4974	4532	4642	0.996	it
5050	5232	1859	2585	0.963	 you'll need
5058	5241	4708	5244	0.993	get it to
5276	5458	2883	3455	0.942	. I've got
5280	5440	5543	5847	1.000	who
5498	5662	1969	2558	1.000	self-serve
5503	5667	4484	5007	0.988	. He can
5725	5889	4238	5240	0.989	rate. Which day
5765	5876	2804	3059	0.916	at a
5951	6133	1718	2272	1.000	moving?
6164	6346	1925	2523	1.000	Saturday.
6173	6324	822	1041	0.976	W:
6382	6573	3591	4053	0.904	, so I'll
6400	6542	822	1125	0.981	M:
6404	6537	1081	1340	0.878	1'm
6400	6555	5552	5838	0.973	out!
6613	6777	1090	1362	0.987	I've
6617	6799	2976	3565	1.000	my small
6617	6773	4602	5829	0.990	, so I can haul some
6866	7004	2835	3187	0.985	, too.
7066	7217	817	1041	0.969	W:
7057	7226	2338	2760	1.000	Mark.
7062	7244	4989	5389	1.000	great!
8412	8581	5688	6357	0.960	Unit 36 115
