581	857	2541	4057	0.940	Unit 22 1 Spy
1288	1474	4176	4682	0.999	object
1372	1541	4954	5543	1.000	manners
1443	1647	4158	4853	0.961	 apologize
1523	1674	1050	1943	0.992	New Words
1510	1701	4805	5460	1.000	respect
1603	1781	4150	4730	1.000	mistake
1665	1847	4915	5495	0.999	location
1789	1945	826	1987	0.997	Fill in the blanks.
2025	2185	826	2061	0.997	1. Do you know the
2025	2194	3292	5042	0.998	of the county police station?
2220	2398	817	3750	0.999	2. It is important to learn something from every
2234	2389	4959	5504	0.952	that you
2429	2584	971	1371	1.000	make.
2624	2780	822	1776	0.993	3. A knife is an
2616	2798	2993	4422	1.000	used for cutting things.
2820	3002	813	2708	0.992	4. It is important to have good
2829	2975	3925	5095	0.995	at the dinner table.
3024	3189	822	3732	0.980	5. If you are sorry for your mistake, you should
3038	3184	4959	5847	0.990	to your father.
3233	3380	826	4198	0.992	6. Children should treat their parents and teachers with
3606	3793	1033	3178	0.995	Understanding the Context
3619	3766	3530	3987	0.997	Track22
3886	4041	826	3007	0.982	Listen and answer the questions.
4117	4290	822	2549	0.999	1. What is the family doing?
4321	4494	980	2382	0.957	(a)  Going on a car trip
4317	4490	3310	4633	0.974	(b) Watching a movie
4525	4685	984	2167	0.924	(c)  Visiting the zoo
4517	4690	3310	4374	0.999	(d) Eating dinner
4783	4952	817	3262	0.997	2. How are they going to pass the time?
4978	5161	980	1903	0.949	(a) By sleeping
4974	5161	3306	4207	0.993	(b) By reading
5183	5352	980	2479	0.954	(c) By listening to music
5192	5352	3314	4664	0.986	(d) By playing a game
5569	5725	1041	2330	0.999	Focus on Details
5578	5702	2730	3152	0.996	Track22
5849	6000	826	3182	0.993	Listen and write the missing words.
6093	6227	839	2558	0.994	1. One person decides on an
6275	6440	2057	3437	0.977	that he or she can see,
6475	6635	980	3367	0.993	and tells us its color, then the rest of us
6675	6844	971	3534	0.999	have to ask yes-or-no questions to try and
6875	7030	975	2136	0.991	find out what it is.
7075	7248	817	2914	0.999	2. Remember, it's considered good
7275	7448	2061	5732	0.994	to let girls and younger children have their turn ahead of us.
7479	7639	826	2158	0.977	3. 1 think you need to
7483	7639	3248	4246	0.994	to your brother.
7674	7852	817	3178	0.987	4. That's OK, honey, everybody makes
8425	8563	5697	6264	0.900	Unit 22 71
