1519	1674	967	1991	0.998	True or False
1550	1670	2404	2800	0.991	Track4
1816	1949	769	4369	0.990	Listen and mark the sentences as T (True) or F (False).
2065	2211	756	923	1.000	1.
2056	2229	1459	3332	0.981	Acid rain cannot cause cancer.
2278	2429	751	914	1.000	2.
2274	2442	1446	3174	0.978	 Acid rain only hurts people.
2487	2669	1463	3798	1.000	Saving energy would reduce acid rain.
2496	2651	756	914	1.000	3.
2704	2873	1468	3468	0.996	Car exhaust helps stop acid rain.
2713	2864	751	914	1.000	4.
2926	3086	1468	3728	0.996	Sulfur is part of the acid in acid rain.
2931	3082	756	914	1.000	5.
4690	4850	958	1644	1.000	Dictation
4699	4823	2048	2409	0.990	Track4
4970	5147	756	2822	0.999	Listen and complete the dialog.
5347	5503	747	1134	0.866	M: 1
5360	5494	3539	3785	0.992	It's
5578	5769	2048	2752	0.988	to back up
5836	6000	756	1376	0.977	W: Well,
5836	6000	3983	4739	0.993	, because it's
6084	6249	3824	4123	0.999	into
6120	6231	4967	5244	1.000	rain.
6329	6480	760	1485	0.903	M: 1 heard
6569	6724	1041	2382	0.997	bad effects. Doesn't it
6822	6968	2070	3402	0.992	 and even Alzheimer's
7062	7217	751	1182	0.909	W: It
7062	7213	3046	3574	0.980	, but the
7084	7204	5679	5789	0.998	it
7297	7466	1033	1477	0.997	does is
7301	7466	3688	4594	0.964	 problems. The
8412	8572	347	901	0.922	18 Unit 4
