177	515	1063	3833	0.986	Science and Technology
230	413	373	940	0.986	THEME
501	683	2101	2286	0.866	e
723	928	1776	4813	0.992	Unit 6 Who Invented That?
1265	1527	4119	5578	0.969	 invention  incredible
1439	1603	4123	4778	0.968	 portable
1492	1670	4822	5468	1.000	unusual
1519	1670	984	1881	0.983	New Words
1585	1758	4145	4611	1.000	waist
1665	1843	4893	5640	1.000	concentrate
1807	1954	769	1929	0.999	Fill in the blanks.
2038	2225	769	3508	0.985	1. Where did you buy that painting? It's very
2256	2420	760	3956	0.990	2. The light bulb was Thomas Edison's most famous
2447	2651	3363	5517	0.982	 machine. It can do so many things.
2482	2629	769	2123	0.983	3. The computer is an
2678	2851	747	3587	0.981	4. I can listen to music wherever I go with my
2673	2864	4818	5605	0.980	DVD player.
2904	3051	769	2176	0.998	5. Some people cannot
2900	3033	3415	5499	0.994	on their work if there is too much
3113	3268	901	1296	1.000	noise.
3317	3468	764	2980	0.989	6. Belts are usually worn around the
3717	3904	971	3116	0.985	Understanding the Context
3748	3873	3499	3895	0.996	Track6
4006	4166	760	2949	0.999	Listen and answer the questions.
4250	4432	764	2514	0.987	1. Why is the man laughing?
4472	4632	918	2796	0.995	(a) He just heard a funny joke.
4481	4628	3451	5688	0.978	(b) He is watching a funny TV show.
4681	4841	3437	5429	0.996	(d) He is reading a funny article.
4690	4836	918	3160	0.983	(c) He saw something funny outside.
4952	5112	760	4286	0.995	2. What is the main topic that the two friends talk about?
5165	5320	918	2312	0.995	(a) Unusual inventions
5152	5334	3442	4607	0.985	(b) A spider ladder
5360	5547	910	2013	0.983	(c) Science Today
5365	5543	3442	4602	0.978	(d) A portable seat
5773	5942	975	2272	0.974	Focus on Details
5791	5916	2690	3051	0.999	Track6
6071	6227	760	3121	0.970	Listen and write the missing words.
6315	6462	769	2888	0.995	1. OK, tell me about some of these
6515	6675	1890	3270	0.975	, and let's see if I think
6733	6902	914	2558	0.986	they're as funny as you do.
6924	7115	751	2892	0.987	2. Another inventor has designed a
7159	7315	1899	3640	0.992	 seat that you wear on a belt
7381	7528	918	2088	0.970	around your waist.
7581	7737	760	5701	0.997	3. But who would want to walk around with a portable plastic seat hanging from
7786	7945	910	1235	1.000	their
7794	7941	2228	3011	0.984	all the time?
7999	8159	756	1446	0.992	4. Another
8003	8159	2435	3728	0.977	 invention is this one.
8425	8563	5754	6277	0.980	Unit6 23
