470	1074	145	417	0.977	Unit 12
1519	1674	967	1995	0.998	True or False
1545	1670	2378	2800	0.994	Track12
1816	1949	769	4365	0.986	Listen and mark the sentences as T (True) or F (False).
2065	2211	756	923	1.000	1.
2051	2229	1463	3745	0.974	The Mona Lisa was painted in 1511.
2269	2442	1472	4708	0.997	Some people think that the artist was also the model.
2282	2433	751	914	1.000	2.
2496	2651	756	914	1.000	3.
2496	2651	1468	4299	0.987	The artist sold the portrait to the king of Italy.
2700	2873	1455	4743	0.983	 The Mona Lisa was once stolen from an art museum.
2713	2869	751	914	0.999	4.
2922	3095	1455	4862	0.983	 Today, the painting is in a museum in the United States.
2931	3082	756	914	1.000	5.
4699	4850	962	1644	1.000	Dictation
4694	4841	2026	2461	0.994	Track12
4978	5152	760	2958	0.980	Listen and complete the passage.
5343	5503	3275	3675	0.998	of the
5352	5498	1055	2017	0.994	The Mona Lisa
5583	5751	1767	2167	0.943	in the
5600	5751	3125	3596	0.971	. It was
5618	5751	4844	4998	1.000	by
5836	5991	1696	2123	0.997	Italian
5836	6000	3064	4299	0.982	, Leonardo da Vinci,
6080	6235	5271	5781	1.000	with oil
6093	6227	1591	2853	0.992	1503 and 1505. The
6324	6489	5482	5798	0.898	.The
6360	6484	1855	2162	0.990	on a
6560	6733	3407	4097	0.971	in front of
6569	6728	5468	5781	0.999	with
6573	6728	1859	2268	1.000	shows
6799	6986	3864	4172	1.000	that
6817	6982	751	1850	0.990	mountains. Many
7062	7217	751	1191	1.000	for the
7053	7221	4040	4396	0.999	of an
7102	7213	2391	2650	0.997	was
7292	7461	1494	1886	0.985	in the
7301	7475	2765	3446	0.991	. However,
7337	7470	5460	5763	0.999	now
8403	8576	342	958	0.936	42Unit 12
