226	461	1085	4088	0.999	Leisure and Entertainment
230	413	373	940	0.986	THEME
510	661	2110	2277	0.627	e
706	963	1802	4747	0.974	Unit 16  Collecting Stamps
1279	1465	4101	4638	0.957	 stamp
1345	1550	5020	5763	0.980	 endangered
1421	1634	4079	4791	0.984	 exchange
1505	1701	5002	5609	0.945	 envelope
1523	1674	984	1881	0.984	New Words
1590	1789	4114	4919	0.976	 inexpensive
1661	1838	4840	5526	0.997	various
1785	1940	764	1925	0.997	Fill in the blanks.
2012	2176	760	5143	0.997	1. To send a letter through the mail, you usually need an envelope and a
2398	2576	3055	5719	0.995	pictures of football players with his friends.
2411	2558	764	1784	0.999	2. Victor likes to
2593	2771	747	4176	0.985	3. You usually put a stamp in the top right corner of an
2789	2962	3380	5165	0.993	does not cost a lot of money.
2802	2949	760	2119	0.995	4. Something which is
2980	3157	2989	5723	0.985	species; there are very few of them left in the
2993	3162	764	1736	0.999	5. Tigers are an
3175	3340	905	1332	0.999	world.
3375	3548	756	2694	0.999	6. Coca Cola, orange juice, and
3388	3522	3983	5521	0.999	other drinks are available
3575	3730	918	1406	0.976	outside.
3948	4112	980	3108	0.982	Understanding the Context
3966	4103	3490	3930	0.995	Track16
4215	4374	760	2945	0.978	Listen and answer the questions.
4445	4610	764	5099	0.994	1. What general aspect of stamp collecting is the speaker talking about?
4641	4801	918	2752	0.965	(a)  Why it is a popular hobby
4645	4810	2958	5082	0.991	(b) The history of stamp collecting
4832	5001	914	2510	0.977	(c) How to collect stamps
4832	5010	2958	4449	0.965	(d) Where to get stamps
5081	5267	751	5745	0.994	2. Which of the following does the speaker NOT mention about stamp collecting?
5285	5440	918	2162	0.992	(a) It is educational.
5289	5449	2971	4435	0.998	(b) It builds friendships.
5485	5640	923	2158	0.984	(c) It is inexpensive.
5480	5640	2971	4475	0.988	(d) It takes a lot of time.
5862	6009	980	2268	0.998	Focus on Details
5889	6013	2650	3072	0.995	Track16
6129	6280	760	3116	0.982	Listen and write the missing words.
6351	6524	760	2404	0.996	1. First, stamp collecting is
6493	6573	4097	4391	0.858	DAY COVER
6737	6911	760	3310	0.992	2. All you need to do is remove the stamp
6737	6786	5104	5275	0.746	Lialted
6937	7088	914	1477	0.966	from the
7133	7297	760	3367	0.999	3. Stamps have pictures of everything from
7324	7479	914	1929	0.996	world leaders to
7510	7697	910	2488	0.999	animals to various sports.
7710	7879	764	4106	0.995	4. They can learn about each other's culture while they
7741	7879	5293	5763	0.999	stamps.
8421	8567	5697	6277	0.954	Unit 16 53
