479	1074	149	413	0.978	Unit 24
1519	1674	967	1987	0.998	True or False
1545	1670	2404	2839	0.994	Track24
1812	1958	764	4365	0.992	Listen and mark the sentences as T (True) or F (False).
2065	2211	756	923	1.000	1.
2060	2229	1455	4523	0.978	 In a vote, some people have more say than others.
2282	2433	751	914	1.000	2.
2274	2447	1468	4576	0.995	Some families give older children special privileges.
2496	2651	756	914	1.000	3.
2505	2651	1477	5099	0.991	Family members should never take turns to make decisions.
2709	2869	751	914	1.000	4.
2700	2873	1455	5534	0.986	 The head of a household must not listen to others before making a
2918	3091	1477	2035	1.000	decision.
3149	3304	1459	5183	0.978	 It is important to choose a method that everybody agrees on.
3153	3295	760	896	1.000	5.
4699	4850	962	1644	1.000	Dictation
4694	4841	2017	2457	0.996	Track24
4983	5147	760	2954	0.978	Listen and complete the passage.
5347	5511	4180	4567	1.000	make
5352	5507	1041	1402	1.000	How
5578	5747	2004	2343	0.981	? Do
5587	5765	3451	4418	0.999	have any say in
5809	6009	2936	3376	0.939	, or do
5813	6013	4387	4840	1.000	simply
6076	6209	2373	3398	0.994	to do? There are
6293	6475	1973	2686	0.999	for making
6302	6475	3710	4325	1.000	decisions.
6546	6706	1050	1349	1.000	One
6546	6702	2316	2633	0.882	is to
6542	6702	4409	4787	1.000	Each
6799	6937	1978	2378	0.999	writes
6822	6937	5592	5772	1.000	on
7017	7199	2281	3024	0.999	paper. With
7017	7199	4954	5798	0.952	-, each person
7084	7155	773	830	0.998	a
7244	7426	3143	3552	0.999	in the
7261	7426	4506	5767	0.997	being decided. What
8416	8567	351	949	0.898	78 Unit 24
