497	786	6220	6374	0.993	Unit
1519	1692	1019	1789	1.000	Summary
1545	1670	2193	2576	0.997	Track9
1821	1954	835	3525	0.993	Listen and order the sentences from 1-5.
2051	2234	1534	5838	0.999	One study claimed that people who used the Internet a lot were lonely,
2074	2198	826	980	1.000	1.
2278	2438	1543	3587	0.999	but this study has been criticized.
2505	2642	822	962	1.000	2.
2496	2651	1529	5429	0.999	The Internet makes communication faster and more convenient.
2713	2869	822	984	0.999	3.
2713	2878	1538	5297	0.995	Computers have really changed the way people communicate.
2926	3091	1543	4717	0.989	All types of communication are good, if used wisely.
2931	3086	817	984	1.000	4.
3149	3300	822	984	1.000	5.
3144	3313	1529	5609	0.995	This type of communication is very different from the past because
3344	3544	1538	4145	0.997	people spend less time talking face to face.
4699	4850	1019	1714	1.000	Dictation
4708	4832	2123	2492	0.998	Track9
4983	5147	826	3024	0.995	Listen and complete the passage.
5343	5529	4176	4717	0.985	the way
5360	5511	1134	1815	1.000	Computers
5596	5760	2202	2791	0.986	. In some
5831	6018	1402	2039	0.856	1nq ‘poo
5836	5991	4730	5825	0.976	could be harmful.
6080	6235	3582	4286	0.995	millions of
6324	6502	3420	4457	1.000	day. People shop
6329	6520	5486	5864	0.932	, play
6560	6755	1644	1995	0.965	, and
6577	6724	5099	5851	0.984	 Studies also
6817	6968	1648	1929	0.999	that
6813	6982	3473	4216	0.994	the Internet
7297	7461	1107	1389	1.000	The
7297	7475	5605	5882	0.999	fast
8425	8563	5754	6277	0.955	Unit9 33
