608	812	2334	4286	0.998	Unit 4 Acid Rain!
1292	1430	4172	4572	0.941	 acid
1336	1519	4954	5512	0.965	 exhaust
1430	1598	4150	4642	1.000	sulfur
1505	1670	4937	5429	0.958	 cancer
1510	1683	1041	1947	0.981	New Words
1581	1781	4145	4765	0.992	 nitrogen
1665	1825	4919	5473	1.000	carpool
1794	1949	826	1991	0.992	Fill in the blanks.
2047	2180	835	2167	0.990	1. There is a bottle of
2038	2194	3257	4769	0.991	in the school science lab.
2247	2389	822	1244	0.982	2. The
2234	2420	2334	5227	0.996	pipe lets the smoke out of the back of your car.
2447	2611	822	3662	0.991	3. That black smoke from the factory contains
2447	2607	4695	5728	0.965	; it smells awful.
2660	2789	822	971	1.000	4.
2651	2815	2048	4959	0.992	is a disease that kills many people in the world.
2860	3033	822	3525	0.981	5. Air contains oxygen, carbon dioxide, and
3055	3224	826	2677	0.989	6. Tom and his friends usually
3069	3228	3758	5024	0.985	to work to save gas.
3459	3633	1033	3174	0.995	Understanding the Context
3477	3602	3552	3961	0.989	Track4
3748	3895	830	3011	0.997	Listen and answer the questions.
3984	4143	826	3657	0.991	1. What are the two friends mainly discussing?
4192	4352	984	2765	0.978	(a) The causes of traffic jams
4192	4352	3130	5055	0.997	(b) The main cause of pollution
4379	4570	971	2813	0.959	(c)  The benefits of carpooling
4379	4557	3125	4747	0.982	(d) The effects of acid rain
4659	4814	822	4409	0.983	2. Which one is NOT a condition that acid rain can cause?
4867	5027	980	1644	0.991	(a) Cancer
4881	5027	3134	4510	0.987	(b) Breathing problems
5067	5241	975	2035	0.960	(c) Brain damage
5085	5236	3134	4084	0.995	(d) Muscle pain
5471	5627	1041	2338	0.999	Focus on Details
5489	5614	2699	3138	0.987	Track4
5756	5907	826	3187	0.989	Listen and write the missing words.
5991	6151	826	3631	0.982	1. It's like riding your bike behind a bus that's
6200	6360	984	2391	0.997	showering you with its
6391	6569	971	1406	1.000	fumes.
6613	6760	822	2413	0.989	2. It said there's too much
6813	6973	967	3582	0.997	in the air, and that it's killing thousands of
7026	7190	975	2075	0.997	people every year.
7230	7377	826	2712	1.000	3. It combines with oxygen and
7230	7364	3908	6044	0.978	in the air to become the acid in acid
7439	7586	971	1274	1.000	rain.
7639	7799	822	4409	0.986	4. Another way to stop acid rain is to drive less, or at least
8425	8563	5754	6273	1.000	Unit417
